Module,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_startTime,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_stopTime,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER 0.75/nodebug-0.sca_nodebug-0-20170526-15:40:32-16536_totalTime
ProvidenciaExampleScenario.node[2538].veinsmobility,15.5547,0,27373.5,27468,216.237,657.968,94
ProvidenciaExampleScenario.node[1474].veinsmobility,16.6943,0,27220,27469,507.414,1328.29,248.5
ProvidenciaExampleScenario.node[2559].veinsmobility,14.7201,0,27376.5,27469,214.61,669.439,92
ProvidenciaExampleScenario.node[1606].veinsmobility,16.25,0,27240,27469,518.448,1689.74,228.5
ProvidenciaExampleScenario.node[1638].veinsmobility,16.25,0,27244.5,27469,529.528,1691.34,224
ProvidenciaExampleScenario.node[1064].veinsmobility,18.8233,-0.446716,27158.5,27469.5,612.314,1577.99,310.5
ProvidenciaExampleScenario.node[2454].veinsmobility,12.8124,0,27360,27470,215.947,677.019,109.5
ProvidenciaExampleScenario.node[2432].veinsmobility,14.9695,0,27359,27470,230.31,640.232,110.5
ProvidenciaExampleScenario.node[2592].veinsmobility,15,0,27380,27470,217.706,671.269,89.5
ProvidenciaExampleScenario.node[1252].veinsmobility,16.3258,-1.8544,27184.5,27470,573.144,1576,285
ProvidenciaExampleScenario.node[2114].veinsmobility,16.9733,0,27313.5,27470.5,312.509,682.022,156.5
ProvidenciaExampleScenario.node[1322].veinsmobility,15.5,0,27196,27470.5,554.389,1646,274
ProvidenciaExampleScenario.node[1656].veinsmobility,22.25,0,27246.5,27471,509.933,1257.19,224
ProvidenciaExampleScenario.node[1356].veinsmobility,17.1699,0,27201.5,27471,542.079,1554.44,269
ProvidenciaExampleScenario.node[1269].veinsmobility,16.5386,0,27186.5,27471.5,558.571,1369.51,284.5
ProvidenciaExampleScenario.node[2585].veinsmobility,15.3632,0,27379,27471.5,212.59,647.394,92
ProvidenciaExampleScenario.node[2738].veinsmobility,15.6181,0,27400.5,27471.5,187.003,638.927,70.5
ProvidenciaExampleScenario.node[1671].veinsmobility,15.0249,0,27248,27471.5,377.124,1049.46,223
ProvidenciaExampleScenario.node[1053].veinsmobility,16.25,-0.266466,27157,27472,585.887,1380.99,314.5
ProvidenciaExampleScenario.node[1129].veinsmobility,21,0,27168,27472,580.783,1276.79,303.5
ProvidenciaExampleScenario.node[2764].veinsmobility,16.2798,3.5,27404,27472,216.08,906.998,67.5
ProvidenciaExampleScenario.node[2059].veinsmobility,15.65,0,27305.5,27472,327.233,1037.04,166
ProvidenciaExampleScenario.node[903].veinsmobility,16.0844,0,27132.5,27472.5,545.957,1085.86,339.5
ProvidenciaExampleScenario.node[2795].veinsmobility,16.0144,2.22552,27408.5,27472.5,181.494,657.865,63.5
ProvidenciaExampleScenario.node[673].veinsmobility,16.25,0,27098,27472.5,737.634,1877.78,374
ProvidenciaExampleScenario.node[1412].veinsmobility,16.0888,0,27209.5,27472.5,542.578,1569.61,262.5
ProvidenciaExampleScenario.node[1642].veinsmobility,16.4385,0,27244.5,27472.5,502.227,1554.17,227.5
ProvidenciaExampleScenario.node[1377].veinsmobility,16.3775,-0.359656,27204,27473,497.681,1178.52,268.5
ProvidenciaExampleScenario.node[2603].veinsmobility,15.7703,0,27381,27473,208.885,641.363,91.5
ProvidenciaExampleScenario.node[3018].veinsmobility,8.7049,0,27441,27473.5,45.2525,118.366,32
ProvidenciaExampleScenario.node[482].veinsmobility,15.3814,-0.303848,27071.5,27473.5,704.568,1620.59,401.5
ProvidenciaExampleScenario.node[2657].veinsmobility,16.25,0,27388,27474,201.947,634.008,85.5
ProvidenciaExampleScenario.node[1822].veinsmobility,22.8322,0,27268.5,27474.5,438.677,1074.73,205.5
ProvidenciaExampleScenario.node[926].veinsmobility,16.8391,0,27136.5,27474.5,554.054,1073.41,337.5
ProvidenciaExampleScenario.node[1532].veinsmobility,16.9082,0,27230,27474.5,521.592,1575.8,244
ProvidenciaExampleScenario.node[3082].veinsmobility,8.35734,1.64575,27450.5,27475,37.1719,107.025,24
ProvidenciaExampleScenario.node[2676].veinsmobility,15,0,27390.5,27475,186.417,652.356,84
ProvidenciaExampleScenario.node[1616].veinsmobility,15.3958,0,27240.5,27475,520.827,1566.41,234
ProvidenciaExampleScenario.node[1809].veinsmobility,14.4,0,27266,27475,374.347,1047.79,208.5
ProvidenciaExampleScenario.node[1709].veinsmobility,21.5,0,27253,27475.5,471.115,1081.06,222
ProvidenciaExampleScenario.node[685].veinsmobility,15.4652,-3.30647,27100.5,27475.5,739.114,1853.05,374.5
ProvidenciaExampleScenario.node[1603].veinsmobility,16.6271,0,27239.5,27475.5,512.036,1572.94,235.5
ProvidenciaExampleScenario.node[3079].veinsmobility,9.10214,0.568587,27450,27476,41.0197,109.72,25.5
ProvidenciaExampleScenario.node[1438].veinsmobility,16,-1.70606,27214.5,27476,437.519,845.624,261
ProvidenciaExampleScenario.node[2753].veinsmobility,15.4699,0,27403,27476.5,178.49,650.863,73
ProvidenciaExampleScenario.node[1914].veinsmobility,19.1387,0,27282.5,27476.5,461.967,1570.21,193.5
ProvidenciaExampleScenario.node[1843].veinsmobility,21.2683,0,27272.5,27477,399.133,1055.63,204
ProvidenciaExampleScenario.node[2707].veinsmobility,15,0,27395,27477,186.432,651.43,81.5
ProvidenciaExampleScenario.node[1716].veinsmobility,16.3426,0,27253.5,27477,495.544,1556.3,223
ProvidenciaExampleScenario.node[1743].veinsmobility,15.4807,0,27257,27477,387.881,1049.86,219.5
ProvidenciaExampleScenario.node[326].veinsmobility,15.85,-8.42533,27048.5,27477.5,820.709,1893.87,428.5
ProvidenciaExampleScenario.node[1546].veinsmobility,16.25,0,27232.5,27477.5,520.213,1590.18,244.5
ProvidenciaExampleScenario.node[455].veinsmobility,16.6892,0,27068,27477.5,781.315,2311.46,409
ProvidenciaExampleScenario.node[1758].veinsmobility,21.5,0,27259.5,27478,464.994,1061.81,218
ProvidenciaExampleScenario.node[1794].veinsmobility,21.5319,0,27264.5,27478,435.367,1082.24,213
ProvidenciaExampleScenario.node[1355].veinsmobility,15.4583,0,27201.5,27478,450.89,892.715,276
ProvidenciaExampleScenario.node[648].veinsmobility,18.2183,0,27095,27478,615.246,1064.06,382.5
ProvidenciaExampleScenario.node[2736].veinsmobility,16.1271,0,27400,27478,186.603,639.434,77.5
ProvidenciaExampleScenario.node[2773].veinsmobility,15.8001,0,27405.5,27478,177.589,657.399,72
ProvidenciaExampleScenario.node[2390].veinsmobility,17.5,0,27351,27478,258.666,693.902,126.5
ProvidenciaExampleScenario.node[1911].veinsmobility,21.3664,0,27281.5,27478.5,414.984,1056.81,196.5
ProvidenciaExampleScenario.node[2147].veinsmobility,15.9737,0,27318,27478.5,343.629,1069.35,160
ProvidenciaExampleScenario.node[2784].veinsmobility,15.4383,3.5,27406.5,27479,215.597,894.913,72
ProvidenciaExampleScenario.node[1874].veinsmobility,16.25,0,27276.5,27479,366.954,792.273,202
ProvidenciaExampleScenario.node[651].veinsmobility,15.8246,0,27095,27479,713.029,1858.04,383.5
ProvidenciaExampleScenario.node[1828].veinsmobility,21.0464,0,27269.5,27479.5,437.239,1053.42,209.5
ProvidenciaExampleScenario.node[633].veinsmobility,15.7487,0,27093.5,27479.5,754.502,2316.79,385.5
ProvidenciaExampleScenario.node[1599].veinsmobility,15.4697,0,27239,27479.5,507.561,1537.85,240
ProvidenciaExampleScenario.node[2235].veinsmobility,16.8247,0,27331,27479.5,308.282,1037.56,148
ProvidenciaExampleScenario.node[2172].veinsmobility,21.5269,0,27322.5,27480,375.587,1073.17,157
ProvidenciaExampleScenario.node[714].veinsmobility,17.554,0,27105,27480,574.456,1053.14,374.5
ProvidenciaExampleScenario.node[2329].veinsmobility,15.3667,0,27343,27480,239.001,652.997,136.5
ProvidenciaExampleScenario.node[1407].veinsmobility,16.25,-0.057251,27208.5,27480,556.806,1595.64,271
ProvidenciaExampleScenario.node[2339].veinsmobility,14.8264,0,27345,27480.5,254.575,699.649,135
ProvidenciaExampleScenario.node[1935].veinsmobility,18.15,0,27285.5,27480.5,443.207,1529.56,194.5
ProvidenciaExampleScenario.node[1258].veinsmobility,15.4383,0,27185,27481,516.02,1251.26,295.5
ProvidenciaExampleScenario.node[1784].veinsmobility,22.5,0,27262.5,27481,546.938,1243.45,218
ProvidenciaExampleScenario.node[1997].veinsmobility,16.25,-0.782217,27296.5,27481,333.163,791.457,184
ProvidenciaExampleScenario.node[2122].veinsmobility,16.25,0,27314,27481,330.42,1002.92,166.5
ProvidenciaExampleScenario.node[2169].veinsmobility,22.4931,0,27321.5,27482,397.973,1071.67,160
ProvidenciaExampleScenario.node[716].veinsmobility,15.117,0,27105,27482,699.112,1861.83,376.5
ProvidenciaExampleScenario.node[854].veinsmobility,16.25,0,27125.5,27482,654.905,1583.26,356
ProvidenciaExampleScenario.node[1325].veinsmobility,22.4,0,27196,27482.5,502.651,847.965,286
ProvidenciaExampleScenario.node[2264].veinsmobility,15.6682,0,27334.5,27483,305.088,787.951,148
ProvidenciaExampleScenario.node[1702].veinsmobility,15.65,0,27252,27483,402.956,1016.87,230.5
ProvidenciaExampleScenario.node[2092].veinsmobility,21.2899,0,27310.5,27484,411.722,1079.92,173
ProvidenciaExampleScenario.node[1012].veinsmobility,16.25,0,27149.5,27484,621.059,1582.08,334
ProvidenciaExampleScenario.node[1396].veinsmobility,16.25,0,27207,27484,551.429,1574.81,276.5
ProvidenciaExampleScenario.node[1941].veinsmobility,17.7158,0,27287.5,27484.5,336.092,682.083,196.5
ProvidenciaExampleScenario.node[2992].veinsmobility,15.5337,3.31565,27436.5,27484.5,128.798,453.061,47.5
ProvidenciaExampleScenario.node[2728].veinsmobility,16.25,4.74856,27398,27484.5,218.207,974.197,86
ProvidenciaExampleScenario.node[278].veinsmobility,15.938,0,27041,27486,813.572,1878.62,444.5
ProvidenciaExampleScenario.node[2121].veinsmobility,18.75,0,27314,27486.5,372.147,839.55,172
ProvidenciaExampleScenario.node[2032].veinsmobility,18.3725,0,27301,27486.5,377.679,876.012,185
ProvidenciaExampleScenario.node[2232].veinsmobility,19,0,27330.5,27486.5,382.757,859.277,155.5
ProvidenciaExampleScenario.node[2041].veinsmobility,18.4362,0,27303,27486.5,405.222,972.683,183
ProvidenciaExampleScenario.node[733].veinsmobility,16.1522,0,27107,27486.5,715.996,1643.82,379
ProvidenciaExampleScenario.node[3041].veinsmobility,16.25,1.28675,27445.5,27487,114.185,421.615,41
ProvidenciaExampleScenario.node[1229].veinsmobility,15.8105,0,27181,27487.5,631.585,1663.87,306
ProvidenciaExampleScenario.node[2050].veinsmobility,19.4,0,27304,27487.5,359.679,975.987,183
ProvidenciaExampleScenario.node[1847].veinsmobility,15.1412,0,27273,27488,410.235,1055.91,214.5
ProvidenciaExampleScenario.node[1547].veinsmobility,17.739,0,27232.5,27488.5,484.225,1139.3,255.5
ProvidenciaExampleScenario.node[1429].veinsmobility,18.25,0,27213,27488.5,515.088,1141.13,275
ProvidenciaExampleScenario.node[3020].veinsmobility,16.4992,4.47952,27441,27488.5,130.637,479.624,47
ProvidenciaExampleScenario.node[1999].veinsmobility,16.7008,-8.4464,27296.5,27488.5,418.215,1009.7,191.5
ProvidenciaExampleScenario.node[2084].veinsmobility,19.3229,0,27309,27489,385.241,973.037,179.5
ProvidenciaExampleScenario.node[827].veinsmobility,15.1403,0,27121,27489,690.178,1863.56,367.5
ProvidenciaExampleScenario.node[1977].veinsmobility,21.1714,0,27293,27489.5,356.506,694.185,196
ProvidenciaExampleScenario.node[1825].veinsmobility,22.0466,0,27269,27490,465.696,1120.58,220.5
ProvidenciaExampleScenario.node[1898].veinsmobility,19.75,0,27279,27490,404.422,866.327,210.5
ProvidenciaExampleScenario.node[1393].veinsmobility,19.75,0,27206.5,27490,554.552,1393.85,283
ProvidenciaExampleScenario.node[1836].veinsmobility,19.75,0,27271,27490,411.746,880.275,218.5
ProvidenciaExampleScenario.node[2120].veinsmobility,18.5,0,27313.5,27490,347.665,808.709,176
ProvidenciaExampleScenario.node[359].veinsmobility,18.5,-0.463989,27053,27490,807.69,2031.53,436.5
ProvidenciaExampleScenario.node[502].veinsmobility,15.4925,0,27074.5,27490.5,702.176,1493.76,415.5
ProvidenciaExampleScenario.node[1200].veinsmobility,22.5,0,27178.5,27490.5,642.077,1291.56,311.5
ProvidenciaExampleScenario.node[1563].veinsmobility,23.0098,0,27234.5,27491.5,533.833,1298.76,256.5
ProvidenciaExampleScenario.node[2467].veinsmobility,19.6019,0,27361.5,27491.5,279.826,695.297,129.5
ProvidenciaExampleScenario.node[2413].veinsmobility,18.3963,0,27355,27491.5,300.718,793.259,136
ProvidenciaExampleScenario.node[1968].veinsmobility,19.2171,0,27292,27491.5,398.587,986.724,199
ProvidenciaExampleScenario.node[1602].veinsmobility,16.0686,0,27239.5,27491.5,426.309,1034.61,251.5
ProvidenciaExampleScenario.node[1219].veinsmobility,15.5,0,27180,27492,654.939,1911.9,311.5
ProvidenciaExampleScenario.node[1959].veinsmobility,18.4688,0,27290.5,27492,370.002,849.903,201
ProvidenciaExampleScenario.node[2347].veinsmobility,18.9122,0,27346,27492,299.858,796.637,145.5
ProvidenciaExampleScenario.node[969].veinsmobility,21.8209,-0.564987,27143.5,27492.5,666.07,1285.91,348.5
ProvidenciaExampleScenario.node[2276].veinsmobility,18.7526,0,27335.5,27492.5,324.261,972.788,156.5
ProvidenciaExampleScenario.node[1708].veinsmobility,18.1065,0,27253,27492.5,449.511,1014.02,239
ProvidenciaExampleScenario.node[3137].veinsmobility,16.2519,4.75,27457,27493,114.753,457.865,35.5
ProvidenciaExampleScenario.node[1821].veinsmobility,18.8449,0,27268.5,27493,452.376,997.323,224
ProvidenciaExampleScenario.node[2067].veinsmobility,18.9956,0,27307.5,27493,414.265,992.814,185
ProvidenciaExampleScenario.node[2316].veinsmobility,16.49,0,27341.5,27493,340.998,1058.16,151
ProvidenciaExampleScenario.node[2667].veinsmobility,16.25,0,27389.5,27493.5,177.739,281.849,103.5
ProvidenciaExampleScenario.node[2660].veinsmobility,15.65,0,27388.5,27493.5,172.95,279.437,104.5
ProvidenciaExampleScenario.node[1495].veinsmobility,18.5122,0,27223,27493.5,489.78,1013.18,270
ProvidenciaExampleScenario.node[2575].veinsmobility,18.8704,0,27378,27493.5,294.747,857.22,115
ProvidenciaExampleScenario.node[2008].veinsmobility,18.75,0,27298,27494.5,350.007,679.674,196
ProvidenciaExampleScenario.node[1526].veinsmobility,21.8126,0,27228.5,27495,552.431,1291.81,266
ProvidenciaExampleScenario.node[1347].veinsmobility,20.9803,-2.46024,27199.5,27495,578.941,1291.84,295
ProvidenciaExampleScenario.node[2694].veinsmobility,15.65,0,27393,27495,167.233,279.084,101.5
ProvidenciaExampleScenario.node[2073].veinsmobility,19.25,0,27308,27495,381.593,1004.88,186.5
ProvidenciaExampleScenario.node[2524].veinsmobility,16.5417,-1.8799,27371.5,27495,319.787,1015.18,123
ProvidenciaExampleScenario.node[2211].veinsmobility,18.4871,0,27327,27495.5,346.496,980.702,168
ProvidenciaExampleScenario.node[2967].veinsmobility,19.2753,-0.636299,27432.5,27495.5,204.881,630.934,62.5
ProvidenciaExampleScenario.node[2337].veinsmobility,15.6865,0,27344.5,27496.5,389.69,1566.52,151.5
ProvidenciaExampleScenario.node[913].veinsmobility,18.5073,0,27135,27496.5,614.371,1349.73,361
ProvidenciaExampleScenario.node[2608].veinsmobility,16.8059,-6.49991,27381.5,27496.5,328.338,1015.57,114.5
ProvidenciaExampleScenario.node[933].veinsmobility,20.3865,-2.60758,27137,27497,705.604,1408.26,359.5
ProvidenciaExampleScenario.node[2072].veinsmobility,19.6856,0,27307.5,27497.5,385.311,911.841,189.5
ProvidenciaExampleScenario.node[2035].veinsmobility,16.25,0,27301.5,27497.5,333.939,804.025,195.5
ProvidenciaExampleScenario.node[1839].veinsmobility,19.1287,0,27272,27497.5,429.515,995.772,225
ProvidenciaExampleScenario.node[2313].veinsmobility,19.25,0,27340.5,27498,308.821,983.383,157
ProvidenciaExampleScenario.node[2097].veinsmobility,18,0,27311,27498,395.813,992.269,186.5
ProvidenciaExampleScenario.node[2412].veinsmobility,18.9784,0,27355,27498.5,328.433,981.231,143
ProvidenciaExampleScenario.node[3056].veinsmobility,16.25,0,27447.5,27499,122.621,281.768,51
ProvidenciaExampleScenario.node[1005].veinsmobility,22.1,-4.76339,27148.5,27499,686.944,1420.3,350
ProvidenciaExampleScenario.node[2410].veinsmobility,16.25,0,27354.5,27499,260.019,623.296,144
ProvidenciaExampleScenario.node[1553].veinsmobility,22.5,0,27233.5,27500,532.016,1288.55,266
ProvidenciaExampleScenario.node[2271].veinsmobility,20.2609,0,27335,27500,394.377,915.485,164.5
ProvidenciaExampleScenario.node[2422].veinsmobility,15,0,27357.5,27500,249.24,620.698,142
ProvidenciaExampleScenario.node[1920].veinsmobility,18.4303,0,27284,27500,395.801,1000.85,215.5
ProvidenciaExampleScenario.node[2326].veinsmobility,15.6929,-0.0545359,27342.5,27500.5,353.153,1041.36,157.5
ProvidenciaExampleScenario.node[3094].veinsmobility,16.25,0,27452.5,27501,107.18,282.057,48
ProvidenciaExampleScenario.node[2322].veinsmobility,16.2067,0,27342,27501,314.491,993.119,158.5
ProvidenciaExampleScenario.node[2429].veinsmobility,16.25,-1.27709,27358,27501,259.87,626.324,142.5
ProvidenciaExampleScenario.node[3122].veinsmobility,19.25,4.05797,27455.5,27501,180.305,647.624,45
ProvidenciaExampleScenario.node[2527].veinsmobility,16.3443,0,27371.5,27501.5,255.848,622.718,129.5
ProvidenciaExampleScenario.node[2544].veinsmobility,16.25,-0.78514,27374.5,27501.5,251.957,662.717,126.5
ProvidenciaExampleScenario.node[2458].veinsmobility,15,0,27360.5,27502,257.511,792.767,141
ProvidenciaExampleScenario.node[2336].veinsmobility,19.2959,0,27344.5,27502.5,340.172,985.942,157.5
ProvidenciaExampleScenario.node[2249].veinsmobility,15.8618,0,27332.5,27502.5,351.327,986.203,169.5
ProvidenciaExampleScenario.node[2406].veinsmobility,15.751,0,27353.5,27503,296.979,988.878,149
ProvidenciaExampleScenario.node[2644].veinsmobility,15.9361,0,27385.5,27503,238.231,618.729,117
ProvidenciaExampleScenario.node[2610].veinsmobility,15.8911,0,27381.5,27503,238.098,659.113,121
ProvidenciaExampleScenario.node[2581].veinsmobility,16.0748,0,27378.5,27503,301.015,905.353,124
ProvidenciaExampleScenario.node[2117].veinsmobility,15.3534,-1.01991,27313.5,27503,386.213,1017.44,189
ProvidenciaExampleScenario.node[2681].veinsmobility,16.25,0,27391.5,27503.5,229.219,634.959,111.5
ProvidenciaExampleScenario.node[2489].veinsmobility,15.2923,0,27365,27503.5,263.539,803.217,138
ProvidenciaExampleScenario.node[2472].veinsmobility,16,0,27362,27503.5,314.497,908.362,141
ProvidenciaExampleScenario.node[1991].veinsmobility,21.2542,0,27295,27504,449.08,1287.78,208.5
ProvidenciaExampleScenario.node[2463].veinsmobility,19.2775,0,27361,27504,309.178,987.597,142.5
ProvidenciaExampleScenario.node[2214].veinsmobility,15.5,-0.0937846,27328,27504.5,382.297,1036.93,176
ProvidenciaExampleScenario.node[1984].veinsmobility,15.5339,-4.44886,27293.5,27504.5,410.369,1042.72,210.5
ProvidenciaExampleScenario.node[3102].veinsmobility,16.25,0,27453,27505,128.039,294.698,51.5
ProvidenciaExampleScenario.node[2132].veinsmobility,19.2444,0,27315,27505,378.271,923.789,189.5
ProvidenciaExampleScenario.node[2431].veinsmobility,19.25,0,27359,27505,318.175,1005.84,145.5
ProvidenciaExampleScenario.node[2662].veinsmobility,15.8911,0,27388.5,27505,277.269,883.873,116
ProvidenciaExampleScenario.node[2496].veinsmobility,15.8291,0,27366,27505.5,291.783,979.272,139
ProvidenciaExampleScenario.node[2633].veinsmobility,16.1338,0,27384.5,27505.5,227.994,662.185,120.5
ProvidenciaExampleScenario.node[1776].veinsmobility,21.5474,0,27262,27506,511.346,1282.56,243.5
ProvidenciaExampleScenario.node[2368].veinsmobility,16.4859,0,27348,27506,323.694,1004.77,157.5
ProvidenciaExampleScenario.node[2654].veinsmobility,15.0988,0,27387.5,27506,229.264,634.103,118
ProvidenciaExampleScenario.node[2136].veinsmobility,15.0621,0,27316.5,27506,381.462,1062.43,189
ProvidenciaExampleScenario.node[2499].veinsmobility,15.3534,0,27366.5,27506.5,252.655,625.543,139.5
ProvidenciaExampleScenario.node[2308].veinsmobility,19.3381,0,27340,27506.5,352.832,1009.56,166
ProvidenciaExampleScenario.node[2591].veinsmobility,16.25,0,27379.5,27506.5,307.006,918.99,126.5
ProvidenciaExampleScenario.node[2363].veinsmobility,16.4649,-0.897293,27347.5,27506.5,366.085,1109.61,158.5
ProvidenciaExampleScenario.node[2476].veinsmobility,16.25,0,27363,27507,341.5,1120.07,143.5
ProvidenciaExampleScenario.node[2523].veinsmobility,16.7073,0,27371,27507.5,297.565,973.785,136
ProvidenciaExampleScenario.node[2171].veinsmobility,19.2971,0,27322,27507.5,376.676,905.023,185
ProvidenciaExampleScenario.node[2790].veinsmobility,14.7975,0,27407.5,27507.5,206.872,618.783,99.5
ProvidenciaExampleScenario.node[631].veinsmobility,16.5789,-0.0755587,27093,27507.5,762.406,1763.23,414
ProvidenciaExampleScenario.node[2421].veinsmobility,16.7593,0,27357.5,27507.5,348.109,1041.62,149.5
ProvidenciaExampleScenario.node[2750].veinsmobility,16.25,0,27402.5,27508.5,178.083,286.687,105.5
ProvidenciaExampleScenario.node[2865].veinsmobility,16.25,0,27419.5,27508.5,159.978,275.65,88.5
ProvidenciaExampleScenario.node[740].veinsmobility,16,0,27108,27508.5,717.907,1865.74,400
ProvidenciaExampleScenario.node[2811].veinsmobility,15.831,0,27411,27508.5,215.704,625.12,97
ProvidenciaExampleScenario.node[2988].veinsmobility,15,2.14839,27436.5,27508.5,171.576,662.857,71.5
ProvidenciaExampleScenario.node[959].veinsmobility,16.0324,0,27142,27508.5,703.893,1855.23,366
ProvidenciaExampleScenario.node[2706].veinsmobility,16.25,0,27394.5,27508.5,285.884,910.104,113.5
ProvidenciaExampleScenario.node[754].veinsmobility,16.3371,-1.81563,27109.5,27509,734.53,1853.96,399
ProvidenciaExampleScenario.node[3027].veinsmobility,16.1437,1.36465,27443,27509,165.391,619.414,65.5
ProvidenciaExampleScenario.node[2595].veinsmobility,17.1209,0,27380,27509,326.925,1038.93,128.5
ProvidenciaExampleScenario.node[1922].veinsmobility,16.4568,0,27284,27509,406.464,1030.62,224.5
ProvidenciaExampleScenario.node[864].veinsmobility,15.25,0,27127.5,27509.5,672.148,1613.02,381.5
ProvidenciaExampleScenario.node[876].veinsmobility,15.9454,0,27129,27510,714.809,1863.69,380.5
ProvidenciaExampleScenario.node[2853].veinsmobility,15.1385,0,27417.5,27510,205.239,662.737,92
ProvidenciaExampleScenario.node[2230].veinsmobility,19.2439,0,27330,27510.5,360.282,910.893,180
ProvidenciaExampleScenario.node[3032].veinsmobility,16.0558,0,27444,27510.5,178.905,619.275,66
ProvidenciaExampleScenario.node[2672].veinsmobility,16.25,-0.92051,27390,27510.5,281.471,913.937,120
ProvidenciaExampleScenario.node[2924].veinsmobility,15,0,27427,27511,147.119,277.771,83.5
ProvidenciaExampleScenario.node[2640].veinsmobility,15.3534,0,27385,27511,233.931,636.169,125.5
ProvidenciaExampleScenario.node[2697].veinsmobility,17.0054,0,27393,27511,336.385,1145.02,117.5
ProvidenciaExampleScenario.node[1434].veinsmobility,16.75,0,27214,27511.5,586.387,1484.8,297
ProvidenciaExampleScenario.node[3044].veinsmobility,16.7673,0,27446,27511.5,173.039,624.563,65
ProvidenciaExampleScenario.node[612].veinsmobility,15.4807,0,27090.5,27511.5,760.66,1880.95,420.5
ProvidenciaExampleScenario.node[2497].veinsmobility,15.4133,-0.227479,27366,27511.5,316.281,926.79,145
ProvidenciaExampleScenario.node[2288].veinsmobility,16.3319,-0.825938,27337,27511.5,361.184,1044.88,174
ProvidenciaExampleScenario.node[3053].veinsmobility,15.65,0,27447,27512,157.922,662.33,64.5
ProvidenciaExampleScenario.node[2471].veinsmobility,15.5,0,27362,27512.5,309.847,960.31,150
ProvidenciaExampleScenario.node[1477].veinsmobility,15.4842,0,27220.5,27512.5,514.173,1194.23,291.5
ProvidenciaExampleScenario.node[2748].veinsmobility,16.1146,0,27402,27512.5,286.358,905.356,110
ProvidenciaExampleScenario.node[3222].veinsmobility,16.25,0,27469,27513,123.725,275.276,43.5
ProvidenciaExampleScenario.node[706].veinsmobility,16.1854,0,27103.5,27513,733.334,1843.73,409
ProvidenciaExampleScenario.node[2817].veinsmobility,15.7778,0,27412,27513,207.562,624.743,100.5
ProvidenciaExampleScenario.node[2009].veinsmobility,16.328,0,27298,27513,408.015,994.116,214.5
ProvidenciaExampleScenario.node[3422].veinsmobility,13.4113,5.6479,27502,27513.5,34.2351,108.276,11
ProvidenciaExampleScenario.node[1676].veinsmobility,15.4807,0,27248.5,27513.5,469.723,1218.3,264.5
ProvidenciaExampleScenario.node[2620].veinsmobility,19.75,0,27382.5,27513.5,290.388,770.094,130.5
ProvidenciaExampleScenario.node[2503].veinsmobility,19.75,0,27367,27513.5,311.763,777.796,146
ProvidenciaExampleScenario.node[2555].veinsmobility,15.4027,0,27375.5,27513.5,306.201,925.628,137.5
ProvidenciaExampleScenario.node[3016].veinsmobility,15.65,0,27441,27514,140.051,278.245,72.5
ProvidenciaExampleScenario.node[2601].veinsmobility,15.9807,0,27380.5,27514,290.51,976.732,133
ProvidenciaExampleScenario.node[3096].veinsmobility,16.0731,1.3018,27452.5,27514,162.936,621.883,61
ProvidenciaExampleScenario.node[1765].veinsmobility,18.6982,-0.0181808,27260,27514.5,511.126,1432.1,254
ProvidenciaExampleScenario.node[2692].veinsmobility,16.4841,0,27392.5,27514.5,325.496,1114.32,121.5
ProvidenciaExampleScenario.node[2519].veinsmobility,16.25,0,27370.5,27514.5,345.484,1096.79,143.5
ProvidenciaExampleScenario.node[678].veinsmobility,16.25,0,27099.5,27515,688.693,1590.2,415
ProvidenciaExampleScenario.node[2257].veinsmobility,15.6052,0,27333.5,27515,355.114,984.42,181
ProvidenciaExampleScenario.node[2959].veinsmobility,15.3534,0,27431,27515.5,192.064,621.865,84
ProvidenciaExampleScenario.node[2545].veinsmobility,19.4506,-3.0559,27374.5,27515.5,306.815,785.832,140.5
ProvidenciaExampleScenario.node[1955].veinsmobility,19.3233,0,27290,27515.5,473.697,1420.64,225
ProvidenciaExampleScenario.node[1439].veinsmobility,22.837,0,27214.5,27516,632.757,1445.68,301
ProvidenciaExampleScenario.node[2245].veinsmobility,18.4409,0,27332,27516,368.057,933.398,183.5
ProvidenciaExampleScenario.node[1950].veinsmobility,17.25,0,27289,27516,450.688,1294.43,226.5
ProvidenciaExampleScenario.node[2142].veinsmobility,15.8202,0,27317.5,27516,385.368,1033.73,198
ProvidenciaExampleScenario.node[2842].veinsmobility,16.1061,-0.181067,27415.5,27516.5,265.074,897.86,100.5
ProvidenciaExampleScenario.node[2506].veinsmobility,16.2022,0,27368,27517,310.972,863.478,148.5
