Module,/veins-4.4/examples/pveins_providencia/results/PER0.0/nodebug-0.sca_nodebug-0-20170522-18:21:30-4664_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER0.0/nodebug-0.sca_nodebug-0-20170522-18:21:30-4664_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER0.0/nodebug-0.sca_nodebug-0-20170522-18:21:30-4664_startTime,/veins-4.4/examples/pveins_providencia/results/PER0.0/nodebug-0.sca_nodebug-0-20170522-18:21:30-4664_stopTime,/veins-4.4/examples/pveins_providencia/results/PER0.0/nodebug-0.sca_nodebug-0-20170522-18:21:30-4664_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER0.0/nodebug-0.sca_nodebug-0-20170522-18:21:30-4664_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER0.0/nodebug-0.sca_nodebug-0-20170522-18:21:30-4664_totalTime
RSUExampleScenario.node[799].veinsmobility,15.0097,0,27222.5,27295,156.214,482.215,72
RSUExampleScenario.node[743].veinsmobility,15.7541,0,27204.5,27295,203.225,748.227,90
RSUExampleScenario.node[449].veinsmobility,16.9705,0,27119,27295,370.362,1124.73,175.5
RSUExampleScenario.node[856].veinsmobility,16.9,6.9,27237.5,27296,183.1,756.091,58
RSUExampleScenario.node[676].veinsmobility,15.65,0,27183,27297.5,221.46,489.774,114
RSUExampleScenario.node[974].veinsmobility,19.8,6.75,27275.5,27298,90.1931,325.753,22
RSUExampleScenario.node[680].veinsmobility,19.4,0,27184,27298.5,304.171,972.803,114
RSUExampleScenario.node[734].veinsmobility,16.25,0,27202.5,27299,217.007,481.165,96
RSUExampleScenario.node[900].veinsmobility,19.25,6.9,27252,27299,179.62,764.574,46.5
RSUExampleScenario.node[902].veinsmobility,19.25,6.9,27252.5,27299.5,178.784,763.8,46.5
RSUExampleScenario.node[879].veinsmobility,16.3462,6.9,27244.5,27300.5,175.138,752.592,55.5
RSUExampleScenario.node[845].veinsmobility,19,3.92791,27233.5,27301,240.344,861.965,67
RSUExampleScenario.node[994].veinsmobility,7.40484,4.51345,27282.5,27301,28.7745,107.023,18
RSUExampleScenario.node[869].veinsmobility,16.9,6.9,27240.5,27301,177.872,857.51,60
RSUExampleScenario.node[855].veinsmobility,15.5,0,27237.5,27302,165.007,488.839,64
RSUExampleScenario.node[649].veinsmobility,16.4519,0,27176.5,27302.5,297.706,925.105,125.5
RSUExampleScenario.node[272].veinsmobility,15.0639,0,27074.5,27304,424.534,857.991,229
RSUExampleScenario.node[918].veinsmobility,19.9144,7.1,27257.5,27304,189.561,775.937,46
RSUExampleScenario.node[899].veinsmobility,16.25,6.9,27252,27304.5,181.022,694.413,52
RSUExampleScenario.node[589].veinsmobility,15.65,0,27159.5,27304.5,290.437,748.608,144.5
RSUExampleScenario.node[849].veinsmobility,15.1386,0,27235,27304.5,171.134,490.175,69
RSUExampleScenario.node[859].veinsmobility,19,0.2,27239,27305,219.512,879.948,65.5
RSUExampleScenario.node[857].veinsmobility,16.25,2.84886,27237.5,27305,199.161,779.774,67
RSUExampleScenario.node[914].veinsmobility,18,6.9,27256,27305.5,164.703,768.661,49
RSUExampleScenario.node[531].veinsmobility,16.2554,0,27144,27306.5,295.882,646.63,162
RSUExampleScenario.node[872].veinsmobility,18.8898,2.47043,27241,27306.5,219.495,877.22,65
RSUExampleScenario.node[683].veinsmobility,15.9397,0,27184.5,27307,269.372,750.371,122
RSUExampleScenario.node[527].veinsmobility,19.8636,0,27143,27307,315.333,678.74,163.5
RSUExampleScenario.node[946].veinsmobility,15.1824,5.4,27265.5,27307,126.972,489.613,41
RSUExampleScenario.node[810].veinsmobility,15.7324,0,27225.5,27308,200.166,646.669,82
RSUExampleScenario.node[545].veinsmobility,18.4031,0,27147,27308.5,302.843,683.277,161
RSUExampleScenario.node[817].veinsmobility,14.4,0,27227,27309,191.54,752.014,81.5
RSUExampleScenario.node[1001].veinsmobility,18.418,6.02666,27285,27310,86.5211,335.799,24.5
RSUExampleScenario.node[933].veinsmobility,18.9383,6.9,27262,27310,174.34,770.766,47.5
RSUExampleScenario.node[634].veinsmobility,18.8829,0,27170.5,27310.5,278.278,685.963,139.5
RSUExampleScenario.node[773].veinsmobility,16.25,0,27211.5,27311,238.72,867.967,99
RSUExampleScenario.node[628].veinsmobility,18.5873,0,27169.5,27312,272.683,684.922,142
RSUExampleScenario.node[621].veinsmobility,16.5107,0,27167.5,27312.5,352.51,1125.37,144.5
RSUExampleScenario.node[938].veinsmobility,18.8958,7.1,27263.5,27312.5,176.348,783.002,48.5
RSUExampleScenario.node[905].veinsmobility,16.25,6.9,27253.5,27314.5,176.704,859.424,60.5
RSUExampleScenario.node[502].veinsmobility,18.5,0,27135.5,27315,420.246,1099.05,179
RSUExampleScenario.node[341].veinsmobility,16.6068,0,27092.5,27316,447.997,1323.63,223
RSUExampleScenario.node[66].veinsmobility,21.9324,0,27019,27316,596.719,1319.75,296.5
RSUExampleScenario.node[460].veinsmobility,17.5,0,27120.5,27316,409.858,1076.48,195
RSUExampleScenario.node[620].veinsmobility,19.75,0,27167.5,27317,393.764,1410.07,149
RSUExampleScenario.node[618].veinsmobility,17.5868,0,27167,27317.5,314.516,913.592,150
RSUExampleScenario.node[694].veinsmobility,20.2,0,27186.5,27317.5,295.845,676.216,130.5
RSUExampleScenario.node[1008].veinsmobility,21.25,6.43175,27287,27318,144.886,484.972,30.5
RSUExampleScenario.node[474].veinsmobility,16.4624,0,27124.5,27318,395.031,1074.22,193
RSUExampleScenario.node[526].veinsmobility,17.2557,0,27142,27318.5,407.881,1280.15,176
RSUExampleScenario.node[940].veinsmobility,16.25,7.1,27264,27318.5,175.887,748.947,54
RSUExampleScenario.node[14].veinsmobility,18.5,0,27006,27319.5,635.482,1613.38,313
RSUExampleScenario.node[761].veinsmobility,18,0,27208.5,27319.5,337.647,1407.51,110.5
RSUExampleScenario.node[116].veinsmobility,16.25,0,27033.5,27320,545.566,1304.03,286
RSUExampleScenario.node[268].veinsmobility,15,0,27073.5,27321,469.482,1322.94,247
RSUExampleScenario.node[301].veinsmobility,21.4684,0,27080,27321,462.791,1135.8,240.5
RSUExampleScenario.node[756].veinsmobility,19.8132,0,27207.5,27321,286.341,685.409,113
RSUExampleScenario.node[319].veinsmobility,21.7281,0,27086.5,27322,458.082,1105.48,235
RSUExampleScenario.node[219].veinsmobility,19.75,0,27059,27322.5,513.536,1228.92,263
RSUExampleScenario.node[123].veinsmobility,16.25,0,27035,27323,497.954,1071.89,287.5
RSUExampleScenario.node[509].veinsmobility,16.3017,0,27136.5,27323,412.984,1325.18,186
RSUExampleScenario.node[838].veinsmobility,17.25,0,27231,27323,275.689,868.201,91.5
RSUExampleScenario.node[863].veinsmobility,16,0,27239.5,27323.5,250.454,863.918,83.5
RSUExampleScenario.node[599].veinsmobility,16.977,0,27162,27323.5,364.669,1070.44,161
RSUExampleScenario.node[935].veinsmobility,16.3269,6.9,27263,27323.5,179.951,854.635,60
RSUExampleScenario.node[539].veinsmobility,18.8333,0,27145,27324,376.974,1006.13,178.5
RSUExampleScenario.node[397].veinsmobility,17.9934,0,27106,27324.5,447.118,1223.36,218
RSUExampleScenario.node[672].veinsmobility,18.7824,-1.4785,27182,27324.5,312.352,683.633,142
RSUExampleScenario.node[615].veinsmobility,19.25,0,27167,27324.5,356.094,1006.06,157
RSUExampleScenario.node[287].veinsmobility,16.9,0,27078,27325,518.526,1310.49,246.5
RSUExampleScenario.node[505].veinsmobility,15,-0.000228882,27136,27325.5,386.291,1376.56,189
RSUExampleScenario.node[576].veinsmobility,15,0,27155,27325.5,360.241,1066.5,170
RSUExampleScenario.node[735].veinsmobility,16.25,0,27202.5,27327,247.886,672.877,124
RSUExampleScenario.node[711].veinsmobility,16.25,0,27194,27327,267.238,635.19,132.5
RSUExampleScenario.node[749].veinsmobility,16.25,0,27205,27327,247.793,669.328,121.5
RSUExampleScenario.node[118].veinsmobility,15.3976,0,27034,27327.5,516.628,1070.99,293
RSUExampleScenario.node[804].veinsmobility,18.0218,0,27224.5,27328,268.671,677.268,103
RSUExampleScenario.node[506].veinsmobility,16.25,0,27136,27328,372.945,902.858,191.5
RSUExampleScenario.node[632].veinsmobility,19.2996,0,27170,27328,364.228,1012.95,157.5
RSUExampleScenario.node[883].veinsmobility,15.1786,1.57564,27245.5,27328,244.7,862.673,82
RSUExampleScenario.node[641].veinsmobility,18,0,27172.5,27328.5,353.295,1093.72,155.5
RSUExampleScenario.node[78].veinsmobility,16.25,0,27023,27328.5,645.252,2063.02,305
RSUExampleScenario.node[573].veinsmobility,18,0,27154.5,27328.5,351.643,991.447,173.5
RSUExampleScenario.node[746].veinsmobility,16.25,0,27204.5,27328.5,324.077,1036.85,123.5
RSUExampleScenario.node[371].veinsmobility,15.65,0,27099.5,27329,458.401,1302.89,229
RSUExampleScenario.node[778].veinsmobility,17.8892,0,27215.5,27329,305.757,673.853,113
RSUExampleScenario.node[808].veinsmobility,15.85,0,27225,27329,218.777,641.457,103.5
RSUExampleScenario.node[666].veinsmobility,15.65,0,27180.5,27329.5,265.318,638.593,148.5
RSUExampleScenario.node[716].veinsmobility,15.3634,0,27198,27329.5,247.687,638.759,131
RSUExampleScenario.node[780].veinsmobility,16.6591,0,27215.5,27329.5,304.702,1088.55,113.5
RSUExampleScenario.node[964].veinsmobility,16.9,6.9,27269.5,27329.5,193.61,860.425,59.5
RSUExampleScenario.node[365].veinsmobility,16.6212,0,27098.5,27330,476.741,1303.34,231
RSUExampleScenario.node[613].veinsmobility,18.1769,0,27166.5,27330,337.193,989.437,163
RSUExampleScenario.node[723].veinsmobility,17.9247,0,27199.5,27330.5,298.376,675.442,130.5
RSUExampleScenario.node[7].veinsmobility,16.25,-2.48062,27002.5,27330.5,688.992,2060.44,327.5
RSUExampleScenario.node[345].veinsmobility,16.8537,0,27094,27331,567.495,1740.94,236.5
RSUExampleScenario.node[714].veinsmobility,18.9523,0,27198,27331,320.948,992.275,132.5
RSUExampleScenario.node[890].veinsmobility,15,0,27249,27331.5,211.142,639.896,82
RSUExampleScenario.node[726].veinsmobility,14.5847,0,27200,27331.5,242.674,656.134,131
RSUExampleScenario.node[903].veinsmobility,16.663,0,27252.5,27331.5,263.502,872.819,78.5
RSUExampleScenario.node[445].veinsmobility,16.2264,0,27118,27332,433.036,1305.93,213.5
RSUExampleScenario.node[929].veinsmobility,16.24,0,27261.5,27332,180.005,633.146,70
RSUExampleScenario.node[510].veinsmobility,21.25,-0.387726,27136.5,27332.5,452.201,1097.32,195.5
RSUExampleScenario.node[764].veinsmobility,18.3323,0,27209,27332.5,285.52,677.936,123
RSUExampleScenario.node[828].veinsmobility,15.65,0.268671,27229.5,27332.5,285.485,1069.18,102.5
RSUExampleScenario.node[406].veinsmobility,16.6,0,27108,27333,499.485,1285.16,224.5
RSUExampleScenario.node[1095].veinsmobility,6.91355,0,27310.5,27333.5,36.8852,106.376,22.5
RSUExampleScenario.node[787].veinsmobility,15.65,0,27218.5,27333.5,237.759,637.882,114.5
RSUExampleScenario.node[934].veinsmobility,16.25,0,27262.5,27333.5,183.738,638.818,70.5
RSUExampleScenario.node[222].veinsmobility,16.25,0,27059.5,27333.5,576.653,1736.53,273.5
RSUExampleScenario.node[936].veinsmobility,16.25,0,27263.5,27334.5,185.57,638.079,70.5
RSUExampleScenario.node[915].veinsmobility,15.5874,-1.35837,27257,27334.5,241.401,873.001,77
RSUExampleScenario.node[981].veinsmobility,15.1255,4.35727,27279,27335.5,163.844,638.009,56
RSUExampleScenario.node[939].veinsmobility,16.25,0,27263.5,27335.5,228.128,885.219,71.5
RSUExampleScenario.node[184].veinsmobility,21.25,0,27050,27336,559.865,1442.36,285.5
RSUExampleScenario.node[969].veinsmobility,15.65,0,27272,27336,166.925,639.748,63.5
RSUExampleScenario.node[565].veinsmobility,16.25,-2.57826,27151.5,27336,443.169,1309.3,184
RSUExampleScenario.node[766].veinsmobility,16,0,27209,27336,291.53,905.364,126.5
RSUExampleScenario.node[679].veinsmobility,16.5832,0,27184,27336.5,375.302,1295.72,152
RSUExampleScenario.node[983].veinsmobility,16.4854,3.37407,27280,27336.5,167.961,636.605,56
RSUExampleScenario.node[874].veinsmobility,18.75,0,27241.5,27338,251.074,684.293,96
RSUExampleScenario.node[999].veinsmobility,15.1152,5.61516,27284,27338,160.962,605.712,53.5
RSUExampleScenario.node[1011].veinsmobility,16.2664,6.9,27288.5,27338,158.937,634.81,49
RSUExampleScenario.node[930].veinsmobility,15.0076,-1.48197,27261.5,27338,235.418,864.784,76
RSUExampleScenario.node[882].veinsmobility,16,0,27245.5,27339,226.358,751.266,93
RSUExampleScenario.node[986].veinsmobility,16.25,4.42169,27280.5,27339,175.19,660.695,58
RSUExampleScenario.node[970].veinsmobility,16.3925,1.69681,27273,27339,224.429,869.127,65.5
RSUExampleScenario.node[283].veinsmobility,21.25,0,27077,27339.5,538.047,1455.98,262
RSUExampleScenario.node[990].veinsmobility,14.8017,6.11474,27281.5,27340.5,153.578,668.7,58.5
RSUExampleScenario.node[433].veinsmobility,20.921,0,27115.5,27341,492.523,1426.12,225
RSUExampleScenario.node[728].veinsmobility,16.4259,0,27200.5,27341.5,330.128,1141.96,140.5
RSUExampleScenario.node[868].veinsmobility,15.3,0,27240,27342,223.992,676.867,101.5
RSUExampleScenario.node[501].veinsmobility,17.0356,0,27135,27342,435.053,1495.56,206.5
RSUExampleScenario.node[661].veinsmobility,15.2226,0,27180,27342.5,342.846,1039.6,162
RSUExampleScenario.node[978].veinsmobility,16.2748,1.83638,27277,27342.5,207.748,868.409,65
RSUExampleScenario.node[737].veinsmobility,16.25,0,27203,27343,315.527,1146.72,139.5
RSUExampleScenario.node[308].veinsmobility,22.6547,0,27083.5,27343.5,474.323,1155.51,259.5
RSUExampleScenario.node[750].veinsmobility,15.9205,0,27205.5,27343.5,281.142,1063.23,137.5
RSUExampleScenario.node[496].veinsmobility,15.25,0,27134,27344,430.281,1361.83,209.5
RSUExampleScenario.node[598].veinsmobility,21.25,0,27162,27345.5,433.887,1432.12,183
RSUExampleScenario.node[779].veinsmobility,16.25,0,27215.5,27345.5,306.627,1126.57,129.5
RSUExampleScenario.node[585].veinsmobility,16.25,0,27158.5,27346,431.761,1362.95,187
RSUExampleScenario.node[351].veinsmobility,22.3279,0,27095,27346.5,497.336,1152.28,251
RSUExampleScenario.node[332].veinsmobility,20.6572,-10.3596,27090.5,27349,555.379,1145.38,258
RSUExampleScenario.node[961].veinsmobility,16.75,0,27269,27349,198.073,674.234,79.5
RSUExampleScenario.node[822].veinsmobility,15.8202,0,27229,27349,284.108,990.68,119.5
RSUExampleScenario.node[1009].veinsmobility,16.25,3.65181,27287,27349.5,211.159,880.639,62
RSUExampleScenario.node[795].veinsmobility,16,-0.390339,27221.5,27351,269.807,789.597,129
RSUExampleScenario.node[490].veinsmobility,22.7258,0,27132.5,27351.5,463.467,1149.52,218.5
RSUExampleScenario.node[558].veinsmobility,16.25,0,27150,27351.5,458.599,1339.5,201
RSUExampleScenario.node[853].veinsmobility,15.65,0,27236.5,27352,268.706,991.904,115
RSUExampleScenario.node[710].veinsmobility,18.5507,0,27193.5,27354.5,396.186,1485.48,160.5
RSUExampleScenario.node[770].veinsmobility,22.0747,0,27210.5,27355,360.854,1082.82,144
RSUExampleScenario.node[364].veinsmobility,22.2624,0,27098,27355.5,590.746,1258.04,257
RSUExampleScenario.node[1037].veinsmobility,16.25,3.5,27295,27355.5,202.607,859.942,60
RSUExampleScenario.node[540].veinsmobility,21.1657,0,27145,27356.5,425.446,1057.29,211
RSUExampleScenario.node[305].veinsmobility,21.6871,0,27081.5,27356.5,544.223,1320.96,274.5
RSUExampleScenario.node[1175].veinsmobility,16.1433,6.9,27334,27357,74.8126,274.152,22.5
RSUExampleScenario.node[569].veinsmobility,21.7097,0,27152.5,27357,418.466,1067.81,204
RSUExampleScenario.node[535].veinsmobility,22.5,-0.448101,27144,27358,560.859,1245.45,213.5
RSUExampleScenario.node[774].veinsmobility,21.3315,0,27212.5,27358.5,355.251,1060.64,145.5
RSUExampleScenario.node[647].veinsmobility,22.0438,0,27175,27359,394.986,1064.58,183.5
RSUExampleScenario.node[829].veinsmobility,16.25,0,27229.5,27359,335.508,1126.78,129
RSUExampleScenario.node[624].veinsmobility,21.25,0,27168.5,27360,509.818,1236.14,191
RSUExampleScenario.node[834].veinsmobility,21.3816,0,27231,27360,330.23,1060.45,128.5
RSUExampleScenario.node[572].veinsmobility,17.4112,0,27153.5,27360,471.489,1506.05,206
RSUExampleScenario.node[703].veinsmobility,15.65,0,27189.5,27361,403.015,1371.49,171
RSUExampleScenario.node[927].veinsmobility,15.2333,0,27260.5,27361,206.138,452.004,100
RSUExampleScenario.node[805].veinsmobility,21.4662,0,27224.5,27361.5,346.645,1085.11,136.5
RSUExampleScenario.node[843].veinsmobility,21.0246,0,27232.5,27361.5,330.556,1073.12,128.5
RSUExampleScenario.node[1061].veinsmobility,16.2811,3.5,27301,27361.5,203.241,858.922,60
RSUExampleScenario.node[1094].veinsmobility,16.25,6.35,27310.5,27363,159.989,690.197,52
RSUExampleScenario.node[107].veinsmobility,16.25,0,27030,27363,629.274,1467.03,332.5
RSUExampleScenario.node[788].veinsmobility,16.25,0,27218.5,27363,287.239,1048.16,144
RSUExampleScenario.node[886].veinsmobility,21.3916,0,27247.5,27364,290.154,1066.49,116
RSUExampleScenario.node[806].veinsmobility,16.25,0,27225,27364.5,312.033,793.544,139
RSUExampleScenario.node[814].veinsmobility,16.25,0,27226.5,27364.5,278.654,1007.92,137.5
RSUExampleScenario.node[926].veinsmobility,18.75,0,27260.5,27366.5,265.434,865.673,105.5
RSUExampleScenario.node[382].veinsmobility,21.6871,0,27101.5,27366.5,576.726,1291.72,264.5
RSUExampleScenario.node[846].veinsmobility,15.7509,0,27233.5,27366.5,268.212,1029.26,132.5
RSUExampleScenario.node[826].veinsmobility,22.3746,0,27229.5,27367,359.684,1070.63,137
RSUExampleScenario.node[1106].veinsmobility,15,6.9,27313.5,27367,145.128,674.898,53
RSUExampleScenario.node[709].veinsmobility,18.5,0,27193.5,27367.5,378.147,974.118,173.5
RSUExampleScenario.node[951].veinsmobility,20.2,0,27267,27367.5,262.261,676.483,100
RSUExampleScenario.node[1063].veinsmobility,16.25,0,27301.5,27367.5,209.238,881.914,65.5
RSUExampleScenario.node[389].veinsmobility,22.0539,0,27104.5,27368,568.039,1301.34,263
RSUExampleScenario.node[594].veinsmobility,18.25,0,27160.5,27368.5,417.875,1113.17,207.5
RSUExampleScenario.node[848].veinsmobility,20.9328,0,27234.5,27369,329.188,1046.6,134
RSUExampleScenario.node[844].veinsmobility,15.9128,0,27233,27369,293.884,1003.45,135.5
RSUExampleScenario.node[757].veinsmobility,16.8662,0,27207.5,27369.5,433.786,1554.58,161.5
RSUExampleScenario.node[653].veinsmobility,19.75,0,27179,27369.5,378.929,848.212,190
RSUExampleScenario.node[692].veinsmobility,18.15,0,27186,27370,395.669,976.125,183.5
RSUExampleScenario.node[700].veinsmobility,18.5343,0,27189,27370,345.682,785.572,180.5
RSUExampleScenario.node[724].veinsmobility,18.5,0,27199.5,27370,335.518,771.562,170
RSUExampleScenario.node[32].veinsmobility,18.5,0,27012,27370.5,665.021,1475.44,358
RSUExampleScenario.node[280].veinsmobility,16.25,0,27076,27370.5,616.214,1582.63,294
RSUExampleScenario.node[251].veinsmobility,16.25,-3.43729,27068,27370.5,643.624,1759.69,302
RSUExampleScenario.node[668].veinsmobility,18.5,0,27181,27370.5,396.563,992.394,189
RSUExampleScenario.node[827].veinsmobility,16.25,0,27229.5,27370.5,312.16,1060.46,140.5
RSUExampleScenario.node[559].veinsmobility,19.2344,0,27150.5,27371,521.85,1366.23,220
RSUExampleScenario.node[1072].veinsmobility,15.5,4.1945,27304.5,27371,189.082,880.275,66
RSUExampleScenario.node[568].veinsmobility,21.9,0,27152,27371.5,502.328,1212.45,219
RSUExampleScenario.node[812].veinsmobility,19.224,0,27226,27371.5,346.949,994.217,145
RSUExampleScenario.node[461].veinsmobility,19.3149,0,27121,27371.5,520.766,1377.8,250
RSUExampleScenario.node[588].veinsmobility,19.5338,0,27159,27371.5,470.541,1136.01,212
RSUExampleScenario.node[481].veinsmobility,21.9327,0,27127.5,27372,543.457,1294.29,244
RSUExampleScenario.node[400].veinsmobility,21.6296,0,27106,27372,563.529,1290.32,265.5
RSUExampleScenario.node[968].veinsmobility,16,0,27271.5,27372,224.481,466.599,100
RSUExampleScenario.node[976].veinsmobility,19.0531,0,27276.5,27372.5,238.462,677.528,95.5
RSUExampleScenario.node[72].veinsmobility,16.25,0,27022,27372.5,702.16,1631.61,350
RSUExampleScenario.node[825].veinsmobility,18.8957,0,27229.5,27372.5,380.941,1362.72,142.5
RSUExampleScenario.node[928].veinsmobility,18.5852,0,27261.5,27373,297.132,965.27,111
RSUExampleScenario.node[720].veinsmobility,18.2539,0,27198.5,27373,354.378,979.252,174
RSUExampleScenario.node[755].veinsmobility,17.75,0,27207,27373,360.395,977.994,165.5
RSUExampleScenario.node[971].veinsmobility,16.25,0,27273.5,27373.5,173.237,281.849,99.5
RSUExampleScenario.node[980].veinsmobility,15.65,0,27279,27373.5,161.018,279.421,94
RSUExampleScenario.node[153].veinsmobility,17.5,0,27043,27373.5,690.578,1630.25,330
RSUExampleScenario.node[771].veinsmobility,21.8793,0,27210.5,27374,451.504,1237.15,163
RSUExampleScenario.node[907].veinsmobility,16.8596,0,27254,27374,269.355,797.585,119.5
RSUExampleScenario.node[1099].veinsmobility,15.7,5.5,27311.5,27375,192.931,887.526,63
RSUExampleScenario.node[488].veinsmobility,22.5,-2.59631,27130.5,27376,558.269,1305.84,245
RSUExampleScenario.node[1098].veinsmobility,15.65,0,27311.5,27376,128.601,287.054,64
RSUExampleScenario.node[354].veinsmobility,21.6974,0,27095.5,27376.5,566.277,1404.88,280.5
RSUExampleScenario.node[776].veinsmobility,15.9877,0,27213.5,27377,330.755,975.897,163
RSUExampleScenario.node[733].veinsmobility,18.5436,0,27202,27377,354.367,980.321,174.5
RSUExampleScenario.node[803].veinsmobility,18.9941,0,27224,27377.5,358.768,910.163,153
RSUExampleScenario.node[802].veinsmobility,21.25,0,27224,27378,439.998,1287.02,153.5
RSUExampleScenario.node[1263].veinsmobility,11.3846,-4.85001,27359.5,27378.5,56.4112,137.405,18.5
RSUExampleScenario.node[1006].veinsmobility,16.5,0,27286.5,27378.5,229.922,797.931,91.5
RSUExampleScenario.node[512].veinsmobility,15.0617,0,27137.5,27379,524.435,1737.44,241
RSUExampleScenario.node[924].veinsmobility,16.9,0,27260,27379,251.347,625.59,118.5
RSUExampleScenario.node[896].veinsmobility,16.25,0,27251,27379,253.878,633.834,127.5
RSUExampleScenario.node[421].veinsmobility,18.2134,0,27111.5,27379.5,559.369,1556.03,267.5
RSUExampleScenario.node[1077].veinsmobility,16.9,6.9,27306,27379.5,233.237,1032.09,73
RSUExampleScenario.node[455].veinsmobility,14.85,0,27120,27380,569.091,1911.94,259.5
RSUExampleScenario.node[852].veinsmobility,19.2407,0,27235.5,27380,331.063,919.869,144
RSUExampleScenario.node[1093].veinsmobility,16.3017,1.76702,27310.5,27380,205.037,795.112,69
RSUExampleScenario.node[671].veinsmobility,18.7819,0,27181.5,27380,466.533,1556.03,198
RSUExampleScenario.node[242].veinsmobility,17.7754,0,27065,27380,602.318,1549.17,314.5
RSUExampleScenario.node[781].veinsmobility,21.6909,0,27216,27380.5,433.078,1282.9,164
RSUExampleScenario.node[339].veinsmobility,20.9795,0,27091.5,27380.5,609.936,1406.29,288.5
RSUExampleScenario.node[597].veinsmobility,21.4989,0,27161.5,27380.5,533.089,1413.4,218.5
RSUExampleScenario.node[836].veinsmobility,15.5,0,27231,27380.5,288.896,980.856,149
RSUExampleScenario.node[1069].veinsmobility,16.25,0,27303.5,27380.5,190.335,622.773,76.5
RSUExampleScenario.node[1084].veinsmobility,17.0415,6.9,27308,27380.5,216.727,1040.42,72
RSUExampleScenario.node[708].veinsmobility,19.25,0,27192,27381,457.916,1570.7,188.5
RSUExampleScenario.node[897].veinsmobility,16.42,0,27251.5,27381.5,283.285,976.817,129.5
RSUExampleScenario.node[893].veinsmobility,16.25,0,27250.5,27381.5,258.764,663.037,130.5
RSUExampleScenario.node[732].veinsmobility,21.25,0,27202,27382,460.902,1286.87,179.5
RSUExampleScenario.node[1047].veinsmobility,16.25,-2.50756,27298,27382,205.464,626.514,83.5
RSUExampleScenario.node[655].veinsmobility,20,0,27180,27382.5,501.429,1409.9,202
RSUExampleScenario.node[912].veinsmobility,19.4,0,27255.5,27382.5,324.354,909.233,126.5
RSUExampleScenario.node[991].veinsmobility,16.4743,0,27281.5,27382.5,230.762,666.011,100.5
RSUExampleScenario.node[895].veinsmobility,19.25,0,27251,27382.5,289.647,991.172,131
RSUExampleScenario.node[596].veinsmobility,18.15,0,27161.5,27384,490.489,1564.99,222
RSUExampleScenario.node[604].veinsmobility,22.4534,0,27164,27384.5,504.946,1295.21,220
RSUExampleScenario.node[916].veinsmobility,19.4245,0,27257,27384.5,344.378,914.054,127
RSUExampleScenario.node[1180].veinsmobility,16.25,6.9,27335.5,27384.5,158.77,621.092,48.5
RSUExampleScenario.node[660].veinsmobility,19.1122,0,27180,27385,433.935,1323.05,204.5
RSUExampleScenario.node[393].veinsmobility,20.7441,-11.8852,27105,27385,649.152,1441.31,279.5
RSUExampleScenario.node[956].veinsmobility,18.15,0,27267.5,27385,278.785,979.85,117
RSUExampleScenario.node[913].veinsmobility,18,0,27256,27385,278.738,998.483,128.5
RSUExampleScenario.node[1287].veinsmobility,16.25,6.9,27364,27385.5,81.2971,282.946,21
RSUExampleScenario.node[1018].veinsmobility,16.25,0,27290.5,27385.5,215.823,660.798,94.5
RSUExampleScenario.node[1002].veinsmobility,18.6603,0,27285,27386,287.839,921.188,100.5
RSUExampleScenario.node[947].veinsmobility,19.3649,0,27265.5,27386,294.418,991.418,120
RSUExampleScenario.node[693].veinsmobility,16.25,0,27186,27387,419.885,1274.97,200.5
RSUExampleScenario.node[376].veinsmobility,16.25,0,27100.5,27387,526.329,1335.61,286
RSUExampleScenario.node[997].veinsmobility,18.15,0,27283,27387,248.864,978.38,103.5
RSUExampleScenario.node[601].veinsmobility,22.5,0,27162.5,27387.5,501.407,1282.82,224.5
RSUExampleScenario.node[801].veinsmobility,18.75,0,27223,27388,456.604,1605.47,164.5
RSUExampleScenario.node[1022].veinsmobility,18.2932,0,27291.5,27388.5,246.886,978.518,96.5
RSUExampleScenario.node[190].veinsmobility,16,0,27051,27388.5,656.667,1722.14,337
RSUExampleScenario.node[979].veinsmobility,16.25,0,27278.5,27388.5,255.321,856.134,109.5
RSUExampleScenario.node[1025].veinsmobility,15,0,27292.5,27389,208.5,673.389,96
RSUExampleScenario.node[1363].veinsmobility,15.5726,6.9,27380.5,27389.5,38.2426,104.46,8.5
RSUExampleScenario.node[654].veinsmobility,15.1523,0,27179,27389.5,410.693,1175.73,210
RSUExampleScenario.node[199].veinsmobility,18.0028,0,27053.5,27390,692.745,1691.93,336
RSUExampleScenario.node[998].veinsmobility,16.9,0,27283.5,27390,239.495,859.366,106
RSUExampleScenario.node[741].veinsmobility,21.3892,0,27204,27390.5,473.171,1298.3,186
RSUExampleScenario.node[203].veinsmobility,16.2416,0,27054.5,27391,680.063,1717.14,336
RSUExampleScenario.node[1039].veinsmobility,15,0,27295.5,27391,199.349,667.793,95
RSUExampleScenario.node[1015].veinsmobility,16.25,0,27290,27391,223.102,858.895,100.5
RSUExampleScenario.node[602].veinsmobility,22.6916,-7.19073,27163,27392.5,534.928,1302.82,229
RSUExampleScenario.node[1033].veinsmobility,16.9,0,27294,27392.5,224.491,862.312,98
